agent,episode,steps
dynaq,2065,39
dynaq+,2065,40
dynaq,2066,48
dynaq+,2066,42
dynaq,2067,38
dynaq+,2067,41
dynaq,2068,44
dynaq+,2068,37
dynaq,2069,46
dynaq+,2069,40
dynaq,2070,40
dynaq+,2070,39
dynaq,2071,46
dynaq+,2071,43
dynaq,2072,37
dynaq+,2072,43
dynaq,2073,39
dynaq+,2073,39
dynaq,2074,48
dynaq+,2074,39
dynaq,2075,37
dynaq+,2075,39
dynaq,2076,44
dynaq+,2076,42
dynaq,2077,47
dynaq+,2077,41
dynaq,2078,42
dynaq+,2078,37
dynaq,2079,41
dynaq+,2079,37
dynaq,2080,38
dynaq+,2080,39
dynaq,2081,40
dynaq+,2081,44
dynaq,2082,42
dynaq+,2082,37
dynaq,2083,44
dynaq+,2083,41
dynaq,2084,45
dynaq+,2084,44
dynaq,2085,40
dynaq+,2085,40
dynaq,2086,42
dynaq+,2086,40
dynaq,2087,43
dynaq+,2087,42
dynaq,2088,39
dynaq+,2088,40
dynaq,2089,39
dynaq+,2089,38
dynaq,2090,42
dynaq+,2090,39
dynaq,2091,40
dynaq+,2091,42
dynaq,2092,42
dynaq+,2092,39
dynaq,2093,41
dynaq+,2093,39
dynaq,2094,39
dynaq+,2094,40
dynaq,2095,39
dynaq+,2095,41
dynaq,2096,37
dynaq+,2096,41
dynaq,2097,41
dynaq+,2097,96
dynaq,2098,40
dynaq+,2098,46
dynaq,2099,41
dynaq+,2099,39
dynaq,2100,42
dynaq+,2100,37
dynaq,2101,37
dynaq+,2101,40
dynaq,2102,40
dynaq+,2102,41
dynaq,2103,38
dynaq+,2103,46
dynaq,2104,42
dynaq+,2104,41
dynaq,2105,42
dynaq+,2105,41
dynaq,2106,47
dynaq+,2106,46
dynaq,2107,47
dynaq+,2107,40
dynaq,2108,40
dynaq+,2108,42
dynaq,2109,40
dynaq+,2109,42
dynaq,2110,47
dynaq+,2110,46
dynaq,2111,44
dynaq+,2111,42
dynaq,2112,43
dynaq+,2112,40
dynaq,2113,37
dynaq+,2113,51
dynaq,2114,42
dynaq+,2114,44
dynaq,2115,37
dynaq+,2115,42
dynaq,2116,39
dynaq+,2116,41
dynaq,2117,40
dynaq+,2117,45
dynaq,2118,39
dynaq+,2118,49
dynaq,2119,43
dynaq+,2119,39
dynaq,2120,44
dynaq+,2120,45
dynaq,2121,46
dynaq+,2121,50
dynaq,2122,39
dynaq+,2122,37
dynaq,2123,41
dynaq+,2123,41
dynaq,2124,50
dynaq+,2124,38
dynaq,2125,41
dynaq+,2125,38
dynaq,2126,45
dynaq+,2126,38
dynaq,2127,37
dynaq+,2127,46
dynaq,2128,43
dynaq+,2128,37
dynaq,2129,46
dynaq+,2129,40
dynaq,2130,41
dynaq+,2130,40
dynaq,2131,40
dynaq+,2131,37
dynaq,2132,41
dynaq+,2132,45
dynaq,2133,39
dynaq+,2133,39
dynaq,2134,42
dynaq+,2134,40
dynaq,2135,41
dynaq+,2135,40
dynaq,2136,39
dynaq+,2136,41
dynaq,2137,39
dynaq+,2137,44
dynaq,2138,71
dynaq+,2138,38
dynaq,2139,38
dynaq+,2139,41
dynaq,2140,40
dynaq+,2140,6350
dynaq,2141,45
dynaq+,2141,41
dynaq,2142,41
dynaq+,2142,48
dynaq,2143,42
dynaq+,2143,42
dynaq,2144,43
dynaq+,2144,42
dynaq,2145,42
dynaq+,2145,39
dynaq,2146,45
dynaq+,2146,41
dynaq,2147,44
dynaq+,2147,44
dynaq,2148,45
dynaq+,2148,42
dynaq,2149,43
dynaq+,2149,42
dynaq,2150,41
dynaq+,2150,40
dynaq,2151,44
dynaq+,2151,43
dynaq,2152,47
dynaq+,2152,46
dynaq,2153,42
dynaq+,2153,41
dynaq,2154,40
dynaq+,2154,44
dynaq,2155,41
dynaq+,2155,43
dynaq,2156,41
dynaq+,2156,43
dynaq,2157,40
dynaq+,2157,40
dynaq,2158,44
dynaq+,2158,44
dynaq,2159,46
dynaq+,2159,40
dynaq,2160,47
dynaq+,2160,39
dynaq,2161,41
dynaq+,2161,41
dynaq,2162,47
dynaq+,2162,49
dynaq,2163,43
dynaq+,2163,42
dynaq,2164,39
dynaq+,2164,40
dynaq,2165,39
dynaq+,2165,38
dynaq,2166,49
dynaq+,2166,47
dynaq,2167,47
dynaq+,2167,44
dynaq,2168,40
dynaq+,2168,46
dynaq,2169,43
dynaq+,2169,41
dynaq,2170,39
dynaq+,2170,37
dynaq,2171,42
dynaq+,2171,42
dynaq,2172,40
dynaq+,2172,42
dynaq,2173,42
dynaq+,2173,37
dynaq,2174,46
dynaq+,2174,37
dynaq,2175,39
dynaq+,2175,41
dynaq,2176,40
dynaq+,2176,39
dynaq,2177,46
dynaq+,2177,44
dynaq,2178,41
dynaq+,2178,41
dynaq,2179,41
dynaq+,2179,38
dynaq,2180,38
dynaq+,2180,42
dynaq,2181,39
dynaq+,2181,43
dynaq,2182,42
dynaq+,2182,41
dynaq,2183,41
dynaq+,2183,42
dynaq,2184,40
dynaq+,2184,48
dynaq,2185,39
dynaq+,2185,38
dynaq,2186,43
dynaq+,2186,37
dynaq,2187,40
dynaq+,2187,43
dynaq,2188,48
dynaq+,2188,38
dynaq,2189,40
dynaq+,2189,39
dynaq,2190,44
dynaq+,2190,45
dynaq,2191,38
dynaq+,2191,48
dynaq,2192,41
dynaq+,2192,41
dynaq,2193,37
dynaq+,2193,41
dynaq,2194,42
dynaq+,2194,53
dynaq,2195,49
dynaq+,2195,38
dynaq,2196,40
dynaq+,2196,41
dynaq,2197,38
dynaq+,2197,41
dynaq,2198,41
dynaq+,2198,40
dynaq,2199,47
dynaq+,2199,41
dynaq,2200,40
dynaq+,2200,40
dynaq,2201,37
dynaq+,2201,44
dynaq,2202,49
dynaq+,2202,42
dynaq,2203,41
dynaq+,2203,47
dynaq,2204,44
dynaq+,2204,41
dynaq,2205,45
dynaq+,2205,38
dynaq,2206,40
dynaq+,2206,47
dynaq,2207,43
dynaq+,2207,39
dynaq,2208,46
dynaq+,2208,40
dynaq,2209,39
dynaq+,2209,46
dynaq,2210,40
dynaq+,2210,42
dynaq,2211,42
dynaq+,2211,37
dynaq,2212,42
dynaq+,2212,41
dynaq,2213,50
dynaq+,2213,38
dynaq,2214,248
dynaq+,2214,45
dynaq,2215,42
dynaq+,2215,38
dynaq,2216,47
dynaq+,2216,37
dynaq,2217,43
dynaq+,2217,46
dynaq,2218,42
dynaq+,2218,44
dynaq,2219,42
dynaq+,2219,38
dynaq,2220,37
dynaq+,2220,49
dynaq,2221,41
dynaq+,2221,42
dynaq,2222,48
dynaq+,2222,40
dynaq,2223,45
dynaq+,2223,44
dynaq,2224,44
dynaq+,2224,48
dynaq,2225,41
dynaq+,2225,39
dynaq,2226,39
dynaq+,2226,37
dynaq,2227,41
dynaq+,2227,44
dynaq,2228,43
dynaq+,2228,46
dynaq,2229,41
dynaq+,2229,43
dynaq,2230,40
dynaq+,2230,45
dynaq,2231,43
dynaq+,2231,39
dynaq,2232,45
dynaq+,2232,44
dynaq,2233,37
dynaq+,2233,42
dynaq,2234,39
dynaq+,2234,40
dynaq,2235,37
dynaq+,2235,38
dynaq,2236,42
dynaq+,2236,40
dynaq,2237,37
dynaq+,2237,38
dynaq,2238,39
dynaq+,2238,53
dynaq,2239,39
dynaq+,2239,41
dynaq,2240,41
dynaq+,2240,39
dynaq,2241,40
dynaq+,2241,40
dynaq,2242,40
dynaq+,2242,42
dynaq,2243,44
dynaq+,2243,41
dynaq,2244,43
dynaq+,2244,38
dynaq,2245,47
dynaq+,2245,43
dynaq,2246,46
dynaq+,2246,37
dynaq,2247,44
dynaq+,2247,41
dynaq,2248,40
dynaq+,2248,37
dynaq,2249,41
dynaq+,2249,45
dynaq,2250,44
dynaq+,2250,40
dynaq,2251,41
dynaq+,2251,42
dynaq,2252,38
dynaq+,2252,48
dynaq,2253,41
dynaq+,2253,37
dynaq,2254,48
dynaq+,2254,42
dynaq,2255,44
dynaq+,2255,42
dynaq,2256,43
dynaq+,2256,83
dynaq,2257,41
dynaq+,2257,38
dynaq,2258,44
dynaq+,2258,41
dynaq,2259,41
dynaq+,2259,42
dynaq,2260,44
dynaq+,2260,41
dynaq,2261,37
dynaq+,2261,42
dynaq,2262,43
dynaq+,2262,39
dynaq,2263,38
dynaq+,2263,43
dynaq,2264,41
dynaq+,2264,43
dynaq,2265,42
dynaq+,2265,62
dynaq,2266,45
dynaq+,2266,40
dynaq,2267,42
dynaq+,2267,44
dynaq,2268,44
dynaq+,2268,37
dynaq,2269,47
dynaq+,2269,37
dynaq,2270,39
dynaq+,2270,40
dynaq,2271,37
dynaq+,2271,42
dynaq,2272,45
dynaq+,2272,37
dynaq,2273,41
dynaq+,2273,37
dynaq,2274,41
dynaq+,2274,47
dynaq,2275,43
dynaq+,2275,39
dynaq,2276,39
dynaq+,2276,44
dynaq,2277,41
dynaq+,2277,40
dynaq,2278,41
dynaq+,2278,40
dynaq,2279,43
dynaq+,2279,37
dynaq,2280,41
dynaq+,2280,43
dynaq,2281,40
dynaq+,2281,44
dynaq,2282,37
dynaq+,2282,41
dynaq,2283,42
dynaq+,2283,42
dynaq,2284,43
dynaq+,2284,38
dynaq,2285,44
dynaq+,2285,39
dynaq,2286,41
dynaq+,2286,43
dynaq,2287,39
dynaq+,2287,44
dynaq,2288,45
dynaq+,2288,46
dynaq,2289,46
dynaq+,2289,40
dynaq,2290,41
dynaq+,2290,43
dynaq,2291,37
dynaq+,2291,47
dynaq,2292,43
dynaq+,2292,48
dynaq,2293,43
dynaq+,2293,41
dynaq,2294,48
dynaq+,2294,39
dynaq,2295,40
dynaq+,2295,42
dynaq,2296,40
dynaq+,2296,38
dynaq,2297,43
dynaq+,2297,41
dynaq,2298,39
dynaq+,2298,44
dynaq,2299,39
dynaq+,2299,39
dynaq,2300,41
dynaq+,2300,46
dynaq,2301,48
dynaq+,2301,38
dynaq,2302,47
dynaq+,2302,43
dynaq,2303,43
dynaq+,2303,44
dynaq,2304,40
dynaq+,2304,39
dynaq,2305,43
dynaq+,2305,38
dynaq,2306,38
dynaq+,2306,43
dynaq,2307,37
dynaq+,2307,42
dynaq,2308,40
dynaq+,2308,39
dynaq,2309,42
dynaq+,2309,48
dynaq,2310,37
dynaq+,2310,44
dynaq,2311,41
dynaq+,2311,42
dynaq,2312,40
dynaq+,2312,42
dynaq,2313,45
dynaq+,2313,41
dynaq,2314,39
dynaq+,2314,43
dynaq,2315,40
dynaq+,2315,41
dynaq,2316,43
dynaq+,2316,39
dynaq,2317,42
dynaq+,2317,38
dynaq,2318,38
dynaq+,2318,40
dynaq,2319,42
dynaq+,2319,46
dynaq,2320,37
dynaq+,2320,48
dynaq,2321,41
dynaq+,2321,38
dynaq,2322,44
dynaq+,2322,43
dynaq,2323,46
dynaq+,2323,37
dynaq,2324,44
dynaq+,2324,38
dynaq,2325,43
dynaq+,2325,43
dynaq,2326,42
dynaq+,2326,46
dynaq,2327,46
dynaq+,2327,40
dynaq,2328,42
dynaq+,2328,40
dynaq,2329,40
dynaq+,2329,43
dynaq,2330,43
dynaq+,2330,38
dynaq,2331,45
dynaq+,2331,43
dynaq,2332,39
dynaq+,2332,45
dynaq,2333,46
dynaq+,2333,44
dynaq,2334,44
dynaq+,2334,42
dynaq,2335,44
dynaq+,2335,41
dynaq,2336,43
dynaq+,2336,42
dynaq,2337,39
dynaq+,2337,39
dynaq,2338,39
dynaq+,2338,42
dynaq,2339,42
dynaq+,2339,43
dynaq,2340,47
dynaq+,2340,41
dynaq,2341,42
dynaq+,2341,47
dynaq,2342,40
dynaq+,2342,42
dynaq,2343,42
dynaq+,2343,41
dynaq,2344,40
dynaq+,2344,44
dynaq,2345,43
dynaq+,2345,40
dynaq,2346,47
dynaq+,2346,41
dynaq,2347,42
dynaq+,2347,42
dynaq,2348,41
dynaq+,2348,45
dynaq,2349,44
dynaq+,2349,49
dynaq,2350,44
dynaq+,2350,42
dynaq,2351,42
dynaq+,2351,38
dynaq,2352,40
dynaq+,2352,56
dynaq,2353,39
dynaq+,2353,42
dynaq,2354,46
dynaq+,2354,41
dynaq,2355,45
dynaq+,2355,40
dynaq,2356,45
dynaq+,2356,46
dynaq,2357,38
dynaq+,2357,40
dynaq,2358,41
dynaq+,2358,39
dynaq,2359,38
dynaq+,2359,48
dynaq,2360,42
dynaq+,2360,42
dynaq,2361,41
dynaq+,2361,39
dynaq,2362,38
dynaq+,2362,45
dynaq,2363,43
dynaq+,2363,42
dynaq,2364,40
dynaq+,2364,46
dynaq,2365,41
dynaq+,2365,43
dynaq,2366,49
dynaq+,2366,43
dynaq,2367,46
dynaq+,2367,39
dynaq,2368,40
dynaq+,2368,39
dynaq,2369,43
dynaq+,2369,52
dynaq,2370,39
dynaq+,2370,39
dynaq,2371,40
dynaq+,2371,44
dynaq,2372,44
dynaq+,2372,44
dynaq,2373,45
dynaq+,2373,40
dynaq,2374,42
dynaq+,2374,53
dynaq,2375,40
dynaq+,2375,38
dynaq,2376,39
dynaq+,2376,37
dynaq,2377,44
dynaq+,2377,48
dynaq,2378,46
dynaq+,2378,40
dynaq,2379,42
dynaq+,2379,55
dynaq,2380,43
dynaq+,2380,39
dynaq,2381,43
dynaq+,2381,41
dynaq,2382,43
dynaq+,2382,37
dynaq,2383,41
dynaq+,2383,45
dynaq,2384,43
dynaq+,2384,38
dynaq,2385,46
dynaq+,2385,38
dynaq,2386,37
dynaq+,2386,45
dynaq,2387,37
dynaq+,2387,40
dynaq,2388,43
dynaq+,2388,42
dynaq,2389,38
dynaq+,2389,49
dynaq,2390,40
dynaq+,2390,40
dynaq,2391,38
dynaq+,2391,3877
dynaq,2392,45
dynaq+,2392,40
dynaq,2393,38
dynaq+,2393,43
dynaq,2394,45
dynaq+,2394,43
dynaq,2395,44
dynaq+,2395,41
dynaq,2396,45
dynaq+,2396,41
dynaq,2397,46
dynaq+,2397,38
dynaq,2398,40
dynaq+,2398,37
dynaq,2399,45
dynaq+,2399,41
dynaq,2400,42
dynaq+,2400,40
dynaq,2401,44
dynaq+,2401,41
dynaq,2402,45
dynaq+,2402,41
dynaq,2403,41
dynaq+,2403,44
dynaq,2404,40
dynaq+,2404,44
dynaq,2405,39
dynaq+,2405,43
dynaq,2406,40
dynaq+,2406,40
dynaq,2407,41
dynaq+,2407,39
dynaq,2408,41
dynaq+,2408,41
dynaq,2409,45
dynaq+,2409,44
dynaq,2410,46
dynaq+,2410,39
dynaq,2411,38
dynaq+,2411,37
dynaq,2412,45
dynaq+,2412,51
dynaq,2413,47
dynaq+,2413,41
dynaq,2414,50
dynaq+,2414,45
dynaq,2415,38
dynaq+,2415,42
dynaq,2416,43
dynaq+,2416,43
dynaq,2417,50
dynaq+,2417,40
dynaq,2418,40
dynaq+,2418,41
dynaq,2419,39
dynaq+,2419,47
dynaq,2420,38
dynaq+,2420,42
dynaq,2421,44
dynaq+,2421,42
dynaq,2422,42
dynaq+,2422,42
dynaq,2423,39
dynaq+,2423,44
dynaq,2424,39
dynaq+,2424,44
dynaq,2425,41
dynaq+,2425,39
dynaq,2426,44
dynaq+,2426,41
dynaq,2427,39
dynaq+,2427,41
dynaq,2428,42
dynaq+,2428,39
dynaq,2429,40
dynaq+,2429,41
dynaq,2430,37
dynaq+,2430,49
dynaq,2431,46
dynaq+,2431,42
dynaq,2432,47
dynaq+,2432,39
dynaq,2433,40
dynaq+,2433,42
dynaq,2434,43
dynaq+,2434,45
dynaq,2435,44
dynaq+,2435,51
dynaq,2436,49
dynaq+,2436,44
dynaq,2437,43
dynaq+,2437,43
dynaq,2438,40
dynaq+,2438,42
dynaq,2439,42
dynaq+,2439,39
dynaq,2440,41
dynaq+,2440,41
dynaq,2441,44
dynaq+,2441,39
dynaq,2442,40
dynaq+,2442,40
dynaq,2443,44
dynaq+,2443,41
dynaq,2444,46
dynaq+,2444,44
dynaq,2445,45
dynaq+,2445,37
dynaq,2446,51
dynaq+,2446,44
dynaq,2447,39
dynaq+,2447,43
dynaq,2448,41
dynaq+,2448,43
dynaq,2449,54
dynaq+,2449,40
dynaq,2450,37
dynaq+,2450,43
dynaq,2451,37
dynaq+,2451,50
dynaq,2452,38
dynaq+,2452,42
dynaq,2453,40
dynaq+,2453,44
dynaq,2454,37
dynaq+,2454,44
dynaq,2455,40
dynaq+,2455,39
dynaq,2456,42
dynaq+,2456,47
dynaq,2457,37
dynaq+,2457,48
dynaq,2458,39
dynaq+,2458,42
dynaq,2459,42
dynaq+,2459,43
dynaq,2460,44
dynaq+,2460,38
dynaq,2461,40
dynaq+,2461,40
dynaq,2462,42
dynaq+,2462,42
dynaq,2463,45
dynaq+,2463,45
dynaq,2464,47
dynaq+,2464,37
dynaq,2465,41
dynaq+,2465,41
dynaq,2466,37
dynaq+,2466,42
dynaq,2467,38
dynaq+,2467,43
dynaq,2468,37
dynaq+,2468,44
dynaq,2469,44
dynaq+,2469,41
dynaq,2470,50
dynaq+,2470,37
dynaq,2471,38
dynaq+,2471,43
dynaq,2472,47
dynaq+,2472,43
dynaq,2473,43
dynaq+,2473,40
dynaq,2474,48
dynaq+,2474,40
dynaq,2475,41
dynaq+,2475,44
dynaq,2476,46
dynaq+,2476,44
dynaq,2477,47
dynaq+,2477,42
dynaq,2478,41
dynaq+,2478,46
dynaq,2479,43
dynaq+,2479,41
dynaq,2480,43
dynaq+,2480,45
dynaq,2481,38
dynaq+,2481,40
dynaq,2482,48
dynaq+,2482,43
dynaq,2483,40
dynaq+,2483,40
dynaq,2484,44
dynaq+,2484,42
dynaq,2485,43
dynaq+,2485,43
dynaq,2486,40
dynaq+,2486,42
dynaq,2487,38
dynaq+,2487,41
dynaq,2488,37
dynaq+,2488,46
dynaq,2489,41
dynaq+,2489,42
dynaq,2490,40
dynaq+,2490,38
dynaq,2491,38
dynaq+,2491,46
dynaq,2492,43
dynaq+,2492,40
dynaq,2493,38
dynaq+,2493,41
dynaq,2494,40
dynaq+,2494,50
dynaq,2495,43
dynaq+,2495,45
dynaq,2496,40
dynaq+,2496,48
dynaq,2497,42
dynaq+,2497,41
dynaq,2498,39
dynaq+,2498,45
dynaq,2499,40
dynaq+,2499,41
dynaq,2500,40
dynaq+,2500,39
dynaq,2501,51
dynaq+,2501,51
dynaq,2502,42
dynaq+,2502,46
dynaq,2503,38
dynaq+,2503,46
dynaq,2504,38
dynaq+,2504,39
dynaq,2505,39
dynaq+,2505,43
dynaq,2506,37
dynaq+,2506,42
dynaq,2507,37
dynaq+,2507,45
dynaq,2508,41
dynaq+,2508,48
dynaq,2509,38
dynaq+,2509,45
dynaq,2510,40
dynaq+,2510,42
dynaq,2511,46
dynaq+,2511,38
dynaq,2512,43
dynaq+,2512,45
dynaq,2513,42
dynaq+,2513,39
dynaq,2514,41
dynaq+,2514,39
dynaq,2515,41
dynaq+,2515,49
dynaq,2516,40
dynaq+,2516,45
dynaq,2517,40
dynaq+,2517,42
dynaq,2518,43
dynaq+,2518,42
dynaq,2519,41
dynaq+,2519,41
dynaq,2520,40
dynaq+,2520,43
dynaq,2521,41
dynaq+,2521,41
dynaq,2522,39
dynaq+,2522,37
dynaq,2523,38
dynaq+,2523,48
dynaq,2524,40
dynaq+,2524,39
dynaq,2525,46
dynaq+,2525,50
dynaq,2526,48
dynaq+,2526,38
dynaq,2527,41
dynaq+,2527,41
dynaq,2528,37
dynaq+,2528,40
dynaq,2529,39
dynaq+,2529,86
dynaq,2530,38
dynaq+,2530,37
dynaq,2531,39
dynaq+,2531,44
dynaq,2532,39
dynaq+,2532,43
dynaq,2533,41
dynaq+,2533,40
dynaq,2534,37
dynaq+,2534,38
dynaq,2535,40
dynaq+,2535,47
dynaq,2536,45
dynaq+,2536,42
dynaq,2537,38
dynaq+,2537,38
dynaq,2538,40
dynaq+,2538,46
dynaq,2539,44
dynaq+,2539,41
dynaq,2540,41
dynaq+,2540,41
dynaq,2541,50
dynaq+,2541,41
dynaq,2542,40
dynaq+,2542,43
dynaq,2543,40
dynaq+,2543,43
dynaq,2544,42
dynaq+,2544,43
dynaq,2545,38
dynaq+,2545,41
dynaq,2546,41
dynaq+,2546,41
dynaq,2547,43
dynaq+,2547,43
dynaq,2548,42
dynaq+,2548,42
dynaq,2549,38
dynaq+,2549,42
dynaq,2550,45
dynaq+,2550,39
dynaq,2551,43
dynaq+,2551,37
dynaq,2552,39
dynaq+,2552,44
dynaq,2553,42
dynaq+,2553,44
dynaq,2554,39
dynaq+,2554,38
dynaq,2555,46
dynaq+,2555,39
dynaq,2556,41
dynaq+,2556,41
dynaq,2557,42
dynaq+,2557,43
dynaq,2558,44
dynaq+,2558,38
dynaq,2559,58
dynaq+,2559,38
dynaq,2560,42
dynaq+,2560,40
dynaq,2561,44
dynaq+,2561,40
dynaq,2562,42
dynaq+,2562,39
dynaq,2563,43
dynaq+,2563,39
dynaq,2564,44
dynaq+,2564,42
dynaq,2565,39
dynaq+,2565,40
dynaq,2566,39
dynaq+,2566,40
dynaq,2567,41
dynaq+,2567,38
dynaq,2568,51
dynaq+,2568,38
dynaq,2569,38
dynaq+,2569,40
dynaq,2570,43
dynaq+,2570,39
dynaq,2571,38
dynaq+,2571,40
dynaq,2572,42
dynaq+,2572,44
dynaq,2573,38
dynaq+,2573,40
dynaq,2574,41
dynaq+,2574,39
dynaq,2575,43
dynaq+,2575,38
dynaq,2576,40
dynaq+,2576,37
dynaq,2577,40
dynaq+,2577,38
dynaq,2578,40
dynaq+,2578,41
dynaq,2579,44
dynaq+,2579,40
dynaq,2580,41
dynaq+,2580,41
dynaq,2581,40
dynaq+,2581,53
dynaq,2582,44
dynaq+,2582,46
dynaq,2583,42
dynaq+,2583,39
dynaq,2584,41
dynaq+,2584,40
dynaq,2585,43
dynaq+,2585,38
dynaq,2586,41
dynaq+,2586,39
dynaq,2587,41
dynaq+,2587,39
dynaq,2588,40
dynaq+,2588,42
dynaq,2589,44
dynaq+,2589,44
dynaq,2590,41
dynaq+,2590,39
dynaq,2591,38
dynaq+,2591,42
dynaq,2592,38
dynaq+,2592,41
dynaq,2593,40
dynaq+,2593,45
dynaq,2594,44
dynaq+,2594,42
dynaq,2595,44
dynaq+,2595,41
dynaq,2596,44
dynaq+,2596,39
dynaq,2597,41
dynaq+,2597,48
dynaq,2598,42
dynaq+,2598,46
dynaq,2599,40
dynaq+,2599,46
dynaq,2600,44
dynaq+,2600,39
dynaq,2601,38
dynaq+,2601,38
dynaq,2602,40
dynaq+,2602,44
dynaq,2603,48
dynaq+,2603,40
dynaq,2604,38
dynaq+,2604,41
dynaq,2605,41
dynaq+,2605,41
dynaq,2606,42
dynaq+,2606,40
dynaq,2607,44
dynaq+,2607,44
dynaq,2608,41
dynaq+,2608,46
dynaq,2609,43
dynaq+,2609,41
dynaq,2610,46
dynaq+,2610,41
dynaq,2611,41
dynaq+,2611,38
dynaq,2612,48
dynaq+,2612,44
dynaq,2613,43
dynaq+,2613,40
dynaq,2614,38
dynaq+,2614,45
dynaq,2615,45
dynaq+,2615,37
dynaq,2616,45
dynaq+,2616,47
dynaq,2617,39
dynaq+,2617,38
dynaq,2618,41
dynaq+,2618,44
dynaq,2619,41
dynaq+,2619,47
dynaq,2620,45
dynaq+,2620,47
dynaq,2621,47
dynaq+,2621,45
dynaq,2622,50
dynaq+,2622,47
dynaq,2623,41
dynaq+,2623,42
dynaq,2624,45
dynaq+,2624,45
dynaq,2625,44
dynaq+,2625,48
dynaq,2626,39
dynaq+,2626,38
dynaq,2627,46
dynaq+,2627,44
dynaq,2628,45
dynaq+,2628,46
dynaq,2629,42
dynaq+,2629,39
dynaq,2630,41
dynaq+,2630,40
dynaq,2631,42
dynaq+,2631,42
dynaq,2632,42
dynaq+,2632,44
dynaq,2633,40
dynaq+,2633,46
dynaq,2634,41
dynaq+,2634,41
dynaq,2635,42
dynaq+,2635,46
dynaq,2636,39
dynaq+,2636,47
dynaq,2637,46
dynaq+,2637,41
dynaq,2638,45
dynaq+,2638,40
dynaq,2639,40
dynaq+,2639,43
dynaq,2640,50
dynaq+,2640,42
dynaq,2641,41
dynaq+,2641,45
dynaq,2642,43
dynaq+,2642,41
dynaq,2643,40
dynaq+,2643,40
dynaq,2644,43
dynaq+,2644,54
dynaq,2645,42
dynaq+,2645,39
dynaq,2646,37
dynaq+,2646,43
dynaq,2647,40
dynaq+,2647,37
dynaq,2648,48
dynaq+,2648,38
dynaq,2649,44
dynaq+,2649,43
dynaq,2650,44
dynaq+,2650,39
dynaq,2651,38
dynaq+,2651,43
dynaq,2652,42
dynaq+,2652,45
dynaq,2653,39
dynaq+,2653,41
dynaq,2654,39
dynaq+,2654,42
dynaq,2655,44
dynaq+,2655,43
dynaq,2656,41
dynaq+,2656,41
dynaq,2657,40
dynaq+,2657,39
dynaq,2658,39
dynaq+,2658,42
dynaq,2659,46
dynaq+,2659,45
dynaq,2660,48
dynaq+,2660,44
dynaq,2661,39
dynaq+,2661,41
dynaq,2662,45
dynaq+,2662,43
dynaq,2663,38
dynaq+,2663,41
dynaq,2664,47
dynaq+,2664,41
dynaq,2665,41
dynaq+,2665,43
dynaq,2666,93
dynaq+,2666,45
dynaq,2667,40
dynaq+,2667,46
dynaq,2668,38
dynaq+,2668,38
dynaq,2669,41
dynaq+,2669,39
dynaq,2670,40
dynaq+,2670,48
dynaq,2671,38
dynaq+,2671,44
dynaq,2672,39
dynaq+,2672,49
dynaq,2673,38
dynaq+,2673,49
dynaq,2674,39
dynaq+,2674,44
dynaq,2675,43
dynaq+,2675,50
dynaq,2676,39
dynaq+,2676,44
dynaq,2677,43
dynaq+,2677,45
dynaq,2678,37
dynaq+,2678,39
dynaq,2679,43
dynaq+,2679,43
dynaq,2680,41
dynaq+,2680,44
dynaq,2681,41
dynaq+,2681,41
dynaq,2682,43
dynaq+,2682,41
dynaq,2683,39
dynaq+,2683,40
dynaq,2684,38
dynaq+,2684,48
dynaq,2685,37
dynaq+,2685,44
dynaq,2686,40
dynaq+,2686,46
dynaq,2687,43
dynaq+,2687,40
dynaq,2688,38
dynaq+,2688,40
dynaq,2689,46
dynaq+,2689,48
dynaq,2690,40
dynaq+,2690,41
dynaq,2691,42
dynaq+,2691,40
dynaq,2692,40
dynaq+,2692,47
dynaq,2693,45
dynaq+,2693,40
dynaq,2694,43
dynaq+,2694,45
dynaq,2695,37
dynaq+,2695,37
dynaq,2696,39
dynaq+,2696,41
dynaq,2697,41
dynaq+,2697,39
dynaq,2698,39
dynaq+,2698,44
dynaq,2699,40
dynaq+,2699,42
dynaq,2700,47
dynaq+,2700,41
dynaq,2701,41
dynaq+,2701,42
dynaq,2702,39
dynaq+,2702,50
dynaq,2703,39
dynaq+,2703,44
dynaq,2704,39
dynaq+,2704,42
dynaq,2705,40
dynaq+,2705,44
dynaq,2706,41
dynaq+,2706,44
dynaq,2707,40
dynaq+,2707,40
dynaq,2708,40
dynaq+,2708,40
dynaq,2709,40
dynaq+,2709,42
dynaq,2710,39
dynaq+,2710,38
dynaq,2711,42
dynaq+,2711,48
dynaq,2712,42
dynaq+,2712,39
dynaq,2713,42
dynaq+,2713,41
dynaq,2714,44
dynaq+,2714,39
dynaq,2715,43
dynaq+,2715,43
dynaq,2716,41
dynaq+,2716,40
dynaq,2717,42
dynaq+,2717,39
dynaq,2718,42
dynaq+,2718,40
dynaq,2719,45
dynaq+,2719,43
dynaq,2720,39
dynaq+,2720,46
dynaq,2721,42
dynaq+,2721,44
dynaq,2722,47
dynaq+,2722,44
dynaq,2723,67
dynaq+,2723,37
dynaq,2724,38
dynaq+,2724,41
dynaq,2725,40
dynaq+,2725,42
dynaq,2726,40
dynaq+,2726,38
dynaq,2727,42
dynaq+,2727,41
dynaq,2728,44
dynaq+,2728,48
dynaq,2729,42
dynaq+,2729,50
dynaq,2730,42
dynaq+,2730,39
